0.0654757261,0.2621230125,1,50,queen4
0.0724595428,0.2390566587,1,50,queen4
0.0735944986,0.2356788556,1,50,queen4
0.0723226607,0.2316709638,1,50,queen4
0.0716459751,0.2334459829,1,50,queen4
0.0731427987,0.2294831554,1,50,queen4
0.0740589448,0.2297798668,1,50,queen4
0.0718915731,0.2239451379,1,50,queen4
0.0694407622,0.2147614744,1,50,queen4
0.0669217515,0.2082671165,1,50,queen4
0.0654582761,0.2059134288,1,50,queen4
0.0647469262,0.2067936718,1,50,queen4
0.0642899678,0.2073231624,1,50,queen4
0.0641847968,0.2067944884,1,50,queen4
0.0628618956,0.204325099,1,50,queen4
0.0622557148,0.2026127011,1,50,queen4
0.0620768898,0.2011482084,1,50,queen4
0.0613483853,0.1990389585,1,50,queen4
0.0605844385,0.1961475849,1,50,queen4
0.0598134208,0.194568696,1,50,queen4
0.0590012289,0.1922418208,1,50,queen4
0.0581263152,0.189498172,1,50,queen4
0.057569622,0.1878000311,1,50,queen4
0.0571275125,0.1862855226,1,50,queen4
0.0565662832,0.1849674044,1,50,queen4
0.0560597594,0.1837688501,1,50,queen4
0.0556341048,0.1828957487,1,50,queen4
0.0551856228,0.1820250085,1,50,queen4
0.0550105407,0.1810411363,1,50,queen4
0.0545843156,0.1800430775,1,50,queen4
0.0542420333,0.1791036421,1,50,queen4
0.0539450049,0.1779745571,1,50,queen4
0.0536588358,0.1774200057,1,50,queen4
0.053227614,0.1761058541,1,50,queen4
0.0529056038,0.1752114534,1,50,queen4
0.0527625481,0.1746291048,1,50,queen4
0.0524063645,0.1737763965,1,50,queen4
0.0521457352,0.1727092279,1,50,queen4
0.0520200436,0.1720685635,1,50,queen4
0.0517360377,0.1710645503,1,50,queen4
0.0516625317,0.1704622565,1,50,queen4
0.0515341043,0.1702856104,1,50,queen4
0.051386582,0.1696478212,1,50,queen4
0.051301786,0.1692543501,1,50,queen4
0.0511416631,0.168966625,1,50,queen4
0.0508977506,0.1681102608,1,50,queen4
0.0508405244,0.1677912195,1,50,queen4
0.0508683175,0.1672561576,1,50,queen4
0.0508879126,0.1673025735,1,50,queen4
0.0508613815,0.1673237534,1,50,queen4
0.0508480582,0.1671357688,1,50,queen4
0.0508158661,0.1671039513,1,50,queen4
0.0507353648,0.1668725198,1,50,queen4
0.0506631992,0.1665021817,1,50,queen4
0.0506369877,0.1662938521,1,50,queen4
0.0506529157,0.1660895484,1,50,queen4
0.0505406698,0.1659384799,1,50,queen4
0.0505035696,0.1655414795,1,50,queen4
0.0504456682,0.1652280108,1,50,queen4
0.0504553258,0.1651483897,1,50,queen4
0.0503085777,0.1650690302,1,50,queen4
0.0502266449,0.1646667115,1,50,queen4
0.0501533561,0.164330132,1,50,queen4
0.0500457082,0.1639048859,1,50,queen4
0.0499505248,0.1637115251,1,50,queen4
0.0499259096,0.1636668816,1,50,queen4
0.0499057218,0.1635619149,1,50,queen4
0.0498817086,0.1633999853,1,50,queen4
0.0497968981,0.1631361585,1,50,queen4
0.0497690841,0.16305039,1,50,queen4
0.0498290005,0.1628460364,1,50,queen4
0.0497516268,0.1625455515,1,50,queen4
0.0496680286,0.1625825497,1,50,queen4
0.0496212676,0.1622929219,1,50,queen4
0.0495398591,0.1620670608,1,50,queen4
0.0494895656,0.1618389123,1,50,queen4
0.0495139645,0.1618711859,1,50,queen4
0.0494166359,0.1614685872,1,50,queen4
0.0493995552,0.1613822985,1,50,queen4
0.0493911818,0.1612501851,1,50,queen4
0.0493159789,0.1609376963,1,50,queen4
0.0492732923,0.1609418697,1,50,queen4
0.0492808661,0.1608611095,1,50,queen4
0.0491993592,0.1605078499,1,50,queen4
0.0492724393,0.160518301,1,50,queen4
0.0492508015,0.1605461891,1,50,queen4
0.0493326645,0.1605881609,1,50,queen4
0.0493020182,0.1603971955,1,50,queen4
0.0492350873,0.1601613591,1,50,queen4
0.0492011608,0.1600968631,1,50,queen4
0.0491312155,0.1598137934,1,50,queen4
