time4sub,time11sub,solution?,n,blocked/n^2,time4,time11,Satisfiable?,correct winner
0.0357603127,0.1186530319,1,50,0.0728,0.0638623238,0.7115206718,SAT,queen4
0.0356752883,0.1183901671,1,50,0.0732,0.0782256126,0.7126219273,SAT,queen4
0.0355900859,0.1181076834,1,50,0.0736,0.0624685287,0.6661138535,SAT,queen4
0.0355159327,0.1178689194,1,50,0.074,0.0779285431,0.6727068424,SAT,queen4
0.0354315815,0.1175950868,1,50,0.0744,0.0562782288,0.7825222015,SAT,queen4
0.0353405951,0.117312077,1,50,0.0748,0.0620696545,0.8416905403,SAT,queen4
0.035262662,0.1170441969,1,50,0.0752,0.0715456009,0.7196419239,SAT,queen4
0.0351772609,0.1167749183,1,50,0.0756,0.0673673153,0.7209219933,SAT,queen4
0.0350944564,0.1164940739,1,50,0.076,0.0671463013,0.7006886005,SAT,queen4
0.0350076509,0.1162079784,1,50,0.0764,0.0495340824,0.6901676655,SAT,queen4
0.03492086,0.1159316984,1,50,0.0768,0.0654923916,0.7060754299,SAT,queen4
0.0348463875,0.1156682346,1,50,0.0772,0.0550370216,0.8030719757,SAT,queen4
0.0347751906,0.1154254703,1,50,0.0776,0.0793397427,0.6745970249,SAT,queen4
0.0347053908,0.1152318317,1,50,0.078,0.0625391006,0.6922285557,SAT,queen4
0.0346280783,0.1149869273,1,50,0.0784,0.0919587612,0.7298793793,SAT,queen4
0.0345557379,0.1147447259,1,50,0.0788,0.0609023571,0.7238943577,SAT,queen4
0.0344768731,0.1144867785,1,50,0.0792,0.058052063,0.7063953876,SAT,queen4
0.0343988687,0.1142357152,1,50,0.0796,0.0755734444,0.7174613476,SAT,queen4
0.0343298918,0.114007797,1,50,0.08,0.0726306438,0.692262888,SAT,queen4
0.0342632193,0.1137900778,1,50,0.0804,0.0800135136,0.7068150043,SAT,queen4
0.0341900585,0.1135413824,1,50,0.0808,0.0651705265,0.6858897209,SAT,queen4
0.0341221984,0.1133141689,1,50,0.0812,0.0597801208,0.6890707016,SAT,queen4
0.0340529822,0.1131103673,1,50,0.0816,0.0809636116,0.7195003033,SAT,queen4
0.0339897558,0.1129369354,1,50,0.082,0.0498421192,0.7037017345,SAT,queen4
0.0339290733,0.1127888362,1,50,0.0824,0.0583381653,0.6645681858,SAT,queen4
0.0338571358,0.1125367326,1,50,0.0828,0.0721590519,0.7042069435,SAT,queen4
0.0337867202,0.1123011618,1,50,0.0832,0.0636684895,0.7061846256,SAT,queen4
0.0337153294,0.1120708012,1,50,0.0836,0.0641832352,0.7309360504,SAT,queen4
0.0336479967,0.1118249609,1,50,0.084,0.063085556,0.7127130032,SAT,queen4
0.0335793923,0.1116104961,1,50,0.0844,0.0576405525,0.7109563351,SAT,queen4
0.0335137168,0.1113762505,1,50,0.0848,0.053019762,0.8104529381,SAT,queen4
0.0334463897,0.1111796754,1,50,0.0852,0.0645456314,0.6540153027,SAT,queen4
0.0333867528,0.1110120587,1,50,0.0856,0.0558233261,0.6683132648,SAT,queen4
0.0333190629,0.1107983747,1,50,0.086,0.0678815842,0.7184479237,SAT,queen4
0.0332531839,0.1105871595,1,50,0.0864,0.0797929764,0.711199522,SAT,queen4
0.0331889699,0.1103757995,1,50,0.0868,0.0736145973,0.7300777435,SAT,queen4
0.0331235076,0.1101486009,1,50,0.0872,0.069355011,0.7181591988,SAT,queen4
0.033066494,0.1099478816,1,50,0.0876,0.0756080151,0.735711813,SAT,queen4
0.0330031168,0.1097428572,1,50,0.088,0.066431284,0.7455196381,SAT,queen4
0.0329388938,0.1095390079,1,50,0.0884,0.0599737167,0.7070569992,SAT,queen4
0.0328784207,0.1093435685,1,50,0.0888,0.0715692043,0.653147459,SAT,queen4
0.0328254299,0.1091919159,1,50,0.0892,0.0525681973,0.6841397285,SAT,queen4
0.0327673761,0.1090181486,1,50,0.0896,0.0756011009,0.6767442226,SAT,queen4
0.0327120782,0.1088482381,1,50,0.09,0.0636854172,0.6426327229,SAT,queen4
0.0326522086,0.1086555638,1,50,0.0904,0.0819616318,0.6981739998,SAT,queen4
0.0325957382,0.1085004495,1,50,0.0908,0.084266901,0.7697536945,SAT,queen4
0.0325324865,0.1083111137,1,50,0.0912,0.0680413246,0.736187458,SAT,queen4
0.0324759622,0.1081144849,1,50,0.0916,0.0769810677,0.7227199078,SAT,queen4
0.0324252782,0.1079353296,1,50,0.092,0.0592372417,0.7493627071,SAT,queen4
0.0323726757,0.107770654,1,50,0.0924,0.0863947868,0.7604951859,SAT,queen4
0.0323138453,0.107586393,1,50,0.0928,0.047927618,0.734120369,SAT,queen4
0.0322677647,0.1074647382,1,50,0.0932,0.0550715923,0.7202613354,SAT,queen4
0.0322223591,0.1073558515,1,50,0.0936,0.0543677807,0.7094025612,SAT,queen4
0.0321681,0.1071690712,1,50,0.094,0.053863287,0.6462919712,SAT,queen4
0.0321178435,0.1070157704,1,50,0.0944,0.0763721466,0.6476445198,SAT,queen4
0.0320569094,0.1068514686,1,50,0.0948,0.0828130245,0.7381193638,SAT,queen4
0.0320074111,0.1067043313,1,50,0.0952,0.0624654293,0.6756570339,SAT,queen4
0.0319631366,0.1065370465,1,50,0.0956,0.0920054913,0.6970999241,SAT,queen4
0.0319092818,0.1063638562,1,50,0.096,0.0897569656,0.827627182,SAT,queen4
0.0318589052,0.1061928624,1,50,0.0964,0.0738689899,0.7025020123,SAT,queen4
0.0318119963,0.1060302982,1,50,0.0968,0.0932376385,0.7333738804,SAT,queen4
0.0317614963,0.1058517663,1,50,0.0972,0.0702700615,0.6811857224,SAT,queen4
0.031710861,0.1056871892,1,50,0.0976,0.0693337917,0.690464735,SAT,queen4
0.0316616597,0.1055199382,1,50,0.098,0.0648164749,0.6980319023,SAT,queen4
0.0316107596,0.1053708376,1,50,0.0984,0.061729908,0.6805388927,SAT,queen4
0.0315640084,0.1052268277,1,50,0.0988,0.0569498539,0.7050244808,SAT,queen4
0.031521389,0.1050951181,1,50,0.0992,0.0778377056,0.6624555588,SAT,queen4
0.0314715668,0.1049253217,1,50,0.0996,0.0815424919,0.6911230087,SAT,queen4
0.0314281412,0.1047650215,1,50,0.1,0.0604836941,0.6943507195,SAT,queen4
0.0313814951,0.1045924414,1,50,0.1004,0.0584022999,0.736666441,SAT,queen4
0.0313314184,0.1044304978,1,50,0.1008,0.0718359947,0.6869006157,SAT,queen4
0.0312845611,0.1042834158,1,50,0.1012,0.060662508,0.8000752926,SAT,queen4
0.0312326567,0.1041230503,1,50,0.1016,0.0721144676,0.6933190823,SAT,queen4
0.0311827512,0.1039744109,1,50,0.102,0.0753054619,0.7554383278,SAT,queen4
0.0311399699,0.1038198398,1,50,0.1024,0.0672175884,0.7030546665,SAT,queen4
0.0310963355,0.1036551652,1,50,0.1028,0.0658185482,0.7090756893,SAT,queen4
0.0310494621,0.103506191,1,50,0.1032,0.0723068714,0.6788258553,SAT,queen4
0.0310057673,0.1033711595,1,50,0.1036,0.0658791065,0.6991794109,SAT,queen4
0.0309701619,0.1032851735,1,50,0.104,0.0541603565,0.7532868385,SAT,queen4
0.0309344612,0.1031584268,1,50,0.1044,0.1000814438,1.3397009373,SAT,queen4
0.0309089863,0.1030742242,1,50,0.1048,0.0893137455,0.7872183323,SAT,queen4
0.0308642463,0.1029220113,1,50,0.1052,0.060281992,0.9521172047,SAT,queen4
0.0308641326,0.1028517244,1,50,0.1056,0.0634174347,1.0211877823,SAT,queen4
0.0308743466,0.1028618916,1,50,0.106,0.0564043522,0.7941596508,SAT,queen4
0.0308420625,0.1027618984,1,50,0.1064,0.1285748482,1.1009356976,SAT,queen4
0.0308378823,0.1027606626,1,50,0.1068,0.0601704121,0.7058558464,SAT,queen4
0.0307972934,0.1026104653,1,50,0.1072,0.0634264946,1.1906454563,SAT,queen4
0.0307738786,0.1025418238,1,50,0.1076,0.1040933132,0.7240254879,SAT,queen4
0.030733445,0.1024025906,1,50,0.108,0.0850088596,0.6900277138,SAT,queen4
0.0306909764,0.1022515369,1,50,0.1084,0.0545332432,0.6630592346,SAT,queen4
0.0306579372,0.102126923,1,50,0.1088,0.1290943623,0.7655131817,SAT,queen4
0.0306130352,0.101978387,1,50,0.1092,0.0893893242,0.8912985325,SAT,queen4
0.0305698641,0.1018487897,1,50,0.1096,0.1029314995,0.7207682133,SAT,queen4
0.0305299396,0.1017158687,1,50,0.11,0.0914876461,0.6939702034,SAT,queen4
0.0304841584,0.1015856512,1,50,0.1104,0.0704741478,0.7665774822,SAT,queen4
0.0304427403,0.1014520709,1,50,0.1108,0.0602037907,0.8307242393,SAT,queen4
0.0303980514,0.101326971,1,50,0.1112,0.0677678585,0.7206637859,SAT,queen4
0.0303561381,0.1011940879,1,50,0.1116,0.0665557384,0.6795921326,SAT,queen4
0.0303174122,0.1010820412,1,50,0.112,0.0707554817,0.7037365437,SAT,queen4
0.0302788124,0.1009618308,1,50,0.1124,0.0690424442,0.7212622166,SAT,queen4
0.0302475178,0.1008495256,1,50,0.1128,0.0737261772,0.6874959469,SAT,queen4
0.0302101597,0.1007397414,1,50,0.1132,0.0649573803,0.6584126949,SAT,queen4
0.0301720155,0.1006093728,1,50,0.1136,0.0623040199,0.682708025,SAT,queen4
0.0301336593,0.1004864389,1,50,0.114,0.0901961327,0.6980025768,SAT,queen4
0.0300948798,0.1003653205,1,50,0.1144,0.0585057735,0.7405142784,SAT,queen4
0.0300579628,0.1002411159,1,50,0.1148,0.0889980793,0.716479063,SAT,queen4
0.0300162228,0.1001193262,1,50,0.1152,0.0582389832,0.8194510937,SAT,queen4
0.0299794923,0.0999959291,1,50,0.1156,0.0583331585,0.8800647259,SAT,queen4
0.0299412243,0.099873583,1,50,0.116,0.0616893768,0.7374711037,SAT,queen4
0.029902324,0.0997489966,1,50,0.1164,0.0725419521,0.7505073547,SAT,queen4
0.0298690268,0.0996330085,1,50,0.1168,0.0624227524,0.6884176731,SAT,queen4
0.0298319476,0.0995245338,1,50,0.1172,0.0813679695,0.7058758736,SAT,queen4
0.0297985166,0.0994277052,1,50,0.1176,0.0804805756,0.6836061478,SAT,queen4
0.0297724297,0.0993407846,1,50,0.118,0.0823159218,0.6875312328,SAT,queen4
0.0297410495,0.0992570586,1,50,0.1184,0.0782387257,0.6425824165,SAT,queen4
0.0297055356,0.0991361304,1,50,0.1188,0.0951211452,0.7191195488,SAT,queen4
0.0296728029,0.0990228593,1,50,0.1192,0.0598778725,0.721363306,SAT,queen4
0.02963545,0.0989088264,1,50,0.1196,0.0623662472,0.6954987049,SAT,queen4
0.0295988668,0.0987933002,1,50,0.12,0.0696182251,0.7153220177,SAT,queen4
0.0295658379,0.0986827832,1,50,0.1204,0.0798258781,0.7196764946,SAT,queen4
0.0295353444,0.0985960937,1,50,0.1208,0.0488879681,0.7150781155,SAT,queen4
0.0295011095,0.0984811887,1,50,0.1212,0.0606784821,0.7175028324,SAT,queen4
0.0294661622,0.0983678807,1,50,0.1216,0.0506978035,0.7852845192,SAT,queen4
0.0294396554,0.098299985,1,50,0.122,0.0608985424,0.6943891048,SAT,queen4
0.0294108738,0.0981959589,1,50,0.1224,0.081666708,0.6990673542,SAT,queen4
0.0293787222,0.0980984701,1,50,0.1228,0.0558784008,0.7227444649,SAT,queen4
0.0293542761,0.0980127366,1,50,0.1232,0.0662593842,0.6498847008,SAT,queen4
0.0293203459,0.0979068376,1,50,0.1236,0.0656750202,0.6779928207,SAT,queen4
0.0292879508,0.0978027271,1,50,0.124,0.0601279736,0.7160978317,SAT,queen4
0.0292565402,0.097683722,1,50,0.1244,0.0714607239,0.7069585323,SAT,queen4
