time4sub,time11sub,solution?,n,time4,time11,correct winner,SAT?
0.02885391712188721,0.09794120788574219,1.0,50,0.08796215057373047,1.017845630645752,queen11,SAT
0.032212328910827634,0.10816469192504882,1.0,50,0.0857689380645752,1.066681146621704,queen11,SAT
0.03116927146911621,0.10235544840494791,1.0,50,0.106781005859375,1.0402228832244873,queen11,SAT
0.030790430307388306,0.09835845828056336,1.0,50,0.06754255294799805,0.9756472110748291,queen11,SAT
