Satisfiable?
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
SAT
