5662	27.5492050648	12273
5663	4.13064408302	12275
5664	22.2941009998	12277
5665	73.2121708393	12279
5666	158.083003044	12281
5667	0.921871900558	12283
5668	14.2707128525	12285
5669	112.597779989	12287
5670	64.2122092247	12289
5671	82.9680051804	12291
5672	4.59468197823	12293
5673	70.0134642124	12295
5674	17.0583720207	12297
5675	183.388654947	12299
5676	58.9665739536	12301
5677	504.945829153	12303
5678	3.89836120605	12305
5679	61.9408409595	12307
5680	424.761819124	12309
5681	76.6719760895	12311
5682	27.7198431492	12313
5683	141.347721815	12315
5684	7.56212711334	12317
5685	204.334527016	12319
5686	2.63523578644	12321
5687	55.7437050343	12323
5688	57.7501080036	12325
5689	111.026134968	12327
5690	208.362762928	12329
5691	3.99866104126	12331
5692	173.717359066	12333
5693	42.7805480957	12335
5694	58.1105289459	12337
5695	231.097790956	12339
5696	445.752609968	12341
5697	234.736124992	12343
5698	90.6952800751	12345
5699	1117.94089603	12347
5700	20.6919441223	12349
5701	297.732321978	12351
5702	130.132625818	12353
5703	171.831459999	12355
5704	317.512681007	12357
5705	744.063820124	12359
5706	472.839962006	12361
5707	26.113257885	12363
5708	131.201234102	12365
5709	182.781404972	12367
