5600	7.54643106461
5601	15.822095871
5602	2.53145980835
5603	40.1983020306
5604	358.423847198
5605	7.62753200531
5606	37.8834080696
5607	56.4715240002
5608	29.0378210545
5609	42.6747720242
5610	32.3200039864
5611	13.9728131294
5612	125.826108932
5613	35.2325139046
5614	9.919713974
5615	7.78975510597
5616	29.0531778336
5617	157.585777044
5618	123.95117712
5619	21.4562010765
5620	7.12860202789
5621	24.6438539028
5622	3.11864304543
5623	5.54297208786
5624	29.778429985
5625	83.7567708492
5626	1.80138707161
5627	53.5233941078
5628	1.43640708923
5629	24.4224419594
5630	0.991492986679
5631	29.9691979885
5632	0.185398101807
5633	133.22161603
5634	14.4466547966
5635	35.1378209591
5636	137.119401932
5637	205.236989975
5638	18.5233390331
5639	70.7369098663
5640	24.9559218884
5641	19.7054579258
5642	39.9167640209
5643	31.4646000862
5644	9.67680287361
5645	27.1785011292
5646	36.3055160046
5647	18.2723209858
5648	18.1975281239
5649	31.6963710785
5650	1.31026101112
5651	158.682828903
5652	28.3028769493
5653	54.3490519524
5654	20.6671431065
5655	63.1221520901
5656	2.25697398186
5657	96.3547608852
5658	168.794799089
5659	14.7577540874
5660	7.62319302559
5661	141.116413116
5662	21.2079811096
