time4sub,time11sub,solution?,n,time4,time11,correct winner,SAT?
0.04790995121002197,0.20465395450592042,1.0,60,0.10391068458557129,1.5856919288635254,queen4,SAT
0.046871614456176755,0.17751537561416625,1.0,60,0.12182044982910156,1.744999647140503,queen4,SAT
0.04577932357788086,0.16927189826965333,1.0,60,0.10827469825744629,2.124530076980591,queen4,SAT
0.04455742835998535,0.16412025094032287,1.0,60,0.09499621391296387,1.720546007156372,queen4,SAT
0.04282570838928223,0.1593955421447754,1.0,60,0.11052083969116211,1.5369246006011963,queen4,SAT
0.04132212400436401,0.15480456352233887,1.0,60,0.10014677047729492,1.5896849632263184,queen4,SAT
0.041329451969691684,0.15439321654183524,1.0,60,0.09224677085876465,1.5438275337219238,queen4,SAT
0.04053194522857666,0.1517827183008194,1.0,60,0.09575176239013672,1.566962480545044,queen4,SAT
0.03974364598592122,0.1492641978793674,1.0,60,0.10580945014953613,1.5249619483947754,queen4,SAT
0.04028578281402588,0.1524844765663147,1.0,60,0.12213969230651855,2.702147960662842,queen4,SAT
0.03999404256994074,0.15134121938185258,1.0,60,0.09078264236450195,1.490330696105957,queen4,SAT
0.03941635489463806,0.1497544566790263,1.0,60,0.10069417953491211,1.6305744647979736,queen4,SAT
0.039552527207594654,0.1500970822114211,1.0,60,0.1383826732635498,2.272402286529541,queen4,SAT
0.03976358686174665,0.15041414499282837,1.0,60,0.10741496086120605,1.604257583618164,queen4,SAT
0.04002918879191081,0.1511398728688558,1.0,60,0.15088438987731934,2.094576597213745,queen4,SAT
0.04061505645513534,0.15292371064424515,1.0,60,0.19226646423339844,1.9345061779022217,queen4,SAT
0.04056630555321188,0.1524059674319099,1.0,60,0.1078038215637207,1.5256011486053467,queen4,SAT
0.040510098139444985,0.15214754607942368,1.0,60,0.09654903411865234,1.578934907913208,queen4,SAT
0.040184159027902705,0.15134641622242176,1.0,60,0.10914278030395508,1.940218210220337,queen4,SAT
0.03993422269821167,0.15049776315689087,1.0,60,0.10015439987182617,1.6154892444610596,queen4,SAT
0.03974158536820185,0.14973005794343494,1.0,60,0.10898900032043457,1.5522968769073486,queen4,SAT
0.039544451236724856,0.14889223575592042,1.0,60,0.12671422958374023,1.6471383571624756,queen4,SAT
0.039603836640067724,0.1491514776064002,1.0,60,0.10049891471862793,1.4467813968658447,queen4,SAT
0.03921677668889364,0.1479429304599762,1.0,60,0.09040164947509766,1.4628300666809082,queen4,SAT
0.0392656478881836,0.14767596244812012,1.0,60,0.15265154838562012,1.4415054321289062,queen4,SAT
0.03892803375537579,0.14659527081709642,1.0,60,0.0986335277557373,1.5309479236602783,queen4,SAT
0.03897422331350821,0.14705693191952177,1.0,60,0.09961676597595215,1.5872912406921387,queen4,SAT
0.03864377226148333,0.14609329189573014,1.0,60,0.09243083000183105,1.3711905479431152,queen4,SAT
0.03835934277238517,0.14530464534101814,1.0,60,0.10969281196594238,1.467700719833374,queen4,SAT
0.0381815234820048,0.144575355052948,1.0,60,0.09681367874145508,1.8006422519683838,queen4,SAT
0.03828203216675789,0.1449126543537263,1.0,60,0.12357425689697266,1.3824596405029297,queen4,SAT
0.038058967888355257,0.144350865483284,1.0,60,0.10643506050109863,1.6253399848937988,queen4,SAT
0.03802113749764182,0.14406420823299523,1.0,60,0.1264801025390625,1.7675392627716064,queen4,SAT
0.03801205789341646,0.14430556297302247,1.0,60,0.09053397178649902,1.740713119506836,queen4,SAT
0.03793391704559326,0.1440214681625366,1.0,60,0.0981290340423584,1.5316715240478516,queen4,SAT
0.037867656018998885,0.1438356167740292,1.0,60,0.10578203201293945,1.6957621574401855,queen4,SAT
0.038041639972377465,0.1441716413240175,1.0,60,0.18712997436523438,1.9231829643249512,queen4,SAT
0.03809906557986611,0.14456876641825625,1.0,60,0.10622859001159668,1.6832096576690674,queen4,SAT
0.03803813090691199,0.144491747709421,1.0,60,0.10380959510803223,1.996274709701538,queen4,SAT
0.03815458953380585,0.14499841153621673,1.0,60,0.11771082878112793,1.542283058166504,queen4,SAT
0.03804712935191829,0.14474052219856076,1.0,60,0.10527658462524414,1.5095667839050293,queen4,SAT
0.037987938949040005,0.14443360226494925,1.0,60,0.09169554710388184,1.543090581893921,queen4,SAT
