3000	3.40068411827	287083
3001	1.93351197243	287085
3002	3.46724009514	287087
3003	3.03103494644	287089
3004	2.24833798409	287091
3005	3.15445303917	287093
3006	2.87725114822	287095
3007	3.94240498543	287097
3008	2.08820104599	287099
3009	1.89955615997	287101
3010	1.55692791939	287103
3011	5.80726385117	287105
3012	1.96627497673	287107
3013	1.86087012291	287109
3014	2.59020900726	287111
3015	3.81562495232	287113
3016	2.90789318085	287115
3017	1.74594306946	287117
3018	2.40615296364	287119
3019	1.69690990448	287121
3020	6.30933403969	287123
3021	2.24501180649	287125
3022	1.8623020649	287127
3023	6.12670302391	287129
3024	6.13186597824	287131
3025	1.91703605652	287133
3026	1.88561701775	287135
3027	2.58406591415	287137
3028	2.38964390755	287139
3029	2.44564414024	287141
3030	8.81851196289	287143
3031	8.28017902374	287145
3032	2.63842511177	287147
3033	3.08833599091	287149
3034	2.22950792313	287151
3035	3.78962111473	287153
3036	2.86508989334	287155
3037	4.60132408142	287157
3038	2.22619700432	287159
3039	2.31954097748	287161
3040	1.85491108894	287163
3041	3.99135303497	287165
3042	2.11831498146	287167
3043	5.57556700706	287169
3044	5.07429599762	287171
3045	3.49070596695	287173
3046	1.62056016922	287175
3047	3.31329107285	287177
3048	2.29837799072	287179
3049	2.08775186539	287181
3050	1.7022151947	287183
3051	4.10098099709	287185
3052	15.9938509464	287187
3053	2.07957911491	287189
3054	1.80487108231	287191
3055	4.17462801933	287193
3056	3.27614307404	287195
3057	2.11029410362	287197
3058	1.75870800018	287199
3059	2.49745321274	287201
3060	2.48677301407	287203
3061	2.74626898766	287205
3062	2.24948501587	287207
3063	1.65420889854	287209
3064	2.11082196236	287211
3065	6.15283894539	287213
3066	5.44822096825	287215
3067	2.14614892006	287217
3068	3.77614593506	287219
3069	23.0744040012	287221
3070	10.412981987	287223
3071	1.99073600769	287225
3072	13.8045639992	287227
3073	1.95836806297	287229
3074	8.09811997414	287231
3075	4.17562794685	287233
3076	2.29974102974	287235
3077	5.457695961	287237
3078	56.6752989292	287239
3079	2.73393893242	287241
3080	1.61778998375	287243
3081	6.61804199219	287245
3082	5.13089609146	287247
3083	2.01495289803	287249
3084	23.1045179367	287251
3085	2.67928004265	287253
3086	1.5059671402	287255
3087	4.67372393608	287257
3088	3.80490493774	287259
3089	6.27006006241	287261
3090	2.8295788765	287263
3091	5.59730005264	287265
3092	5.66059303284	287267
3093	6.35914993286	287269
3094	3.06676697731	287271
3095	21.0407040119	287273
3096	1.67967486382	287275
3097	2.88133001328	287277
3098	2.60555291176	287279
3099	14.6949658394	287281
3100	24.8013269901	287283
3101	8.26747584343	287285
3102	3.79237103462	287287
3103	1.89968490601	287289
3104	4.43769001961	287291
3105	9.97724604607	287293
3106	59.5669398308	287295
3107	2.59237599373	287297
3108	7.64937710762	287299
3109	7.94675302505	287301
3110	5.05372810364	287303
3111	3.21984887123	287305
3112	4.20076394081	287307
3113	7.57215309143	287309
3114	4.40277004242	287311
3115	11.3677530289	287313
3116	10.2078478336	287315
3117	13.2918188572	287317
3118	2.07516884804	287319
3119	10.5241429806	287321
3120	1.99501299858	287323
3121	8.47006893158	287325
3122	3.66092610359	287327
3123	18.7557389736	287329
